Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_ALL	GO:0005488~binding	172	6.941081517352704	0.012786164153389106	GPR125, ALOXE3, PDLIM4, FGF12, C1QC, SHH, GATA1, BATF, EIF4EBP1, G2E3, SMARCD1, TRAK1, TPT1, SH3BGR, CDH29, GM6882, CHRNA7, NEGR1, S100A1, CIITA, NUDT2, SCUBE3, VANGL2, MYH6, MECOM, DCTN1, CCR8, PA2G4, CLEC12A, RASGRF1, CD34, SMARCAL1, CYP4F40, ZZZ3, UNC13A, GRB14, FBXL2, MAP6D1, AMZ1, TRAF2, STX8, MAP4K2, FLG2, ATP12A, HBB-Y, ATF2, GORASP1, 2700078K21RIK, GM10436, SKIL, SLC30A8, DVL2, TM2D1, CKAP5, PHB, NXF2, AK2, NTN5, THUMPD3, RNPS1, ATP11C, EN2, GM757, CRYZ, ABCG4, DBIL5, KCTD7, GART, BTLA, NOTCH2, EPHA7, NOTCH1, CBLB, COL14A1, GCM1, KCTD14, NXPH2, SEC24A, ELF2, ARID4A, REG4, COPS3, DUOX1, MRFAP1, GABBR2, FES, KCNIP1, RHOX4G, ACOX3, ARHGAP21, ACVR1B, KIF2C, CYP39A1, SLC24A4, SERPINA6, ZFP354A, SIK2, GFOD2, PRSS37, STX3, SLC25A4, CYP2C29, ESR1, SPEN, BBS10, NCK2, EIF4A3, MAST4, KLRG1, HIPK1, RAB5A, PEBP1, CAND2, CYP3A59, THOC7, CLEC4B1, LCOR, NPPA, ABLIM1, PLDN, RBM33, CLDN19, UBE2Z, TNF, GALNT7, EXOC8, CSF1, UPP2, NFYB, GCN1L1, 4930451C15RIK, SEC14L2, SEC63, 2310046K01RIK, GM711, MTMR3, IGTP, CYP27B1, ZSCAN21, HK3, REXO2, MARS2, GBX1, PAFAH1B1, WIPF1, ENO1, RBM26, ARMCX5, CSNK1A1, TXNIP, COL4A1, FLT4, CEBPG, ANXA1, AXL, IGF1, KLRA22, ZFP59, ITPR3, STAT3, XPNPEP2, PKNOX2, BGLAP-RS1, MRPL28, RAB37, FCGR2B, BLVRB, BNIP3L, GM3448, CP, LIPE, NFIB	212	11445	15404	1.0919689738453804	0.9937993504207413	0.8162845294381232	16.403083393637587
GOTERM_MF_1	GO:0005488~binding	172	6.941081517352704	0.012941940466033168	GPR125, ALOXE3, PDLIM4, FGF12, C1QC, SHH, GATA1, BATF, EIF4EBP1, G2E3, SMARCD1, TRAK1, TPT1, SH3BGR, CDH29, GM6882, CHRNA7, NEGR1, S100A1, CIITA, NUDT2, SCUBE3, VANGL2, MYH6, MECOM, DCTN1, CCR8, PA2G4, CLEC12A, RASGRF1, CD34, SMARCAL1, CYP4F40, ZZZ3, UNC13A, GRB14, FBXL2, MAP6D1, AMZ1, TRAF2, STX8, MAP4K2, FLG2, ATP12A, HBB-Y, ATF2, GORASP1, 2700078K21RIK, GM10436, SKIL, SLC30A8, DVL2, TM2D1, CKAP5, PHB, NXF2, AK2, NTN5, THUMPD3, RNPS1, ATP11C, EN2, GM757, CRYZ, ABCG4, DBIL5, KCTD7, GART, BTLA, NOTCH2, EPHA7, NOTCH1, CBLB, COL14A1, GCM1, KCTD14, NXPH2, SEC24A, ELF2, ARID4A, REG4, COPS3, DUOX1, MRFAP1, GABBR2, FES, KCNIP1, RHOX4G, ACOX3, ARHGAP21, ACVR1B, KIF2C, CYP39A1, SLC24A4, SERPINA6, ZFP354A, SIK2, GFOD2, PRSS37, STX3, SLC25A4, CYP2C29, ESR1, SPEN, BBS10, NCK2, EIF4A3, MAST4, KLRG1, HIPK1, RAB5A, PEBP1, CAND2, CYP3A59, THOC7, CLEC4B1, LCOR, NPPA, ABLIM1, PLDN, RBM33, CLDN19, UBE2Z, TNF, GALNT7, EXOC8, CSF1, UPP2, NFYB, GCN1L1, 4930451C15RIK, SEC14L2, SEC63, 2310046K01RIK, GM711, MTMR3, IGTP, CYP27B1, ZSCAN21, HK3, REXO2, MARS2, GBX1, PAFAH1B1, WIPF1, ENO1, RBM26, ARMCX5, CSNK1A1, TXNIP, COL4A1, FLT4, CEBPG, ANXA1, AXL, IGF1, KLRA22, ZFP59, ITPR3, STAT3, XPNPEP2, PKNOX2, BGLAP-RS1, MRPL28, RAB37, FCGR2B, BLVRB, BNIP3L, GM3448, CP, LIPE, NFIB	212	11445	15401	1.0917563078546288	0.13349776225940757	0.13349776225940757	7.794253867073353
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	32	1.29136400322841	0.013083233646955066	ABLIM1, TNF, ELF2, NFYB, RHOX4G, SHH, ATF2, BATF, GATA1, ZSCAN21, TRAK1, ZFP354A, GBX1, SKIL, TXNIP, CIITA, CEBPG, ESR1, IGF1, ZFP59, EN2, SPEN, MECOM, STAT3, PKNOX2, PA2G4, NOTCH1, GCM1, HIPK1, SMARCAL1, LCOR, NFIB	189	1488	13588	1.546111395573761	0.9999999907925244	0.6422634080683234	19.513869195321842
GOTERM_BP_3	GO:0060736~prostate gland growth	3	0.12106537530266344	0.013420608916450867	ESR1, IGF1, SHH	187	13	13451	16.599341834635954	0.9972728997734263	0.5697988315343743	17.377152141189146
GOTERM_BP_FAT	GO:0060736~prostate gland growth	3	0.12106537530266344	0.013435550957621447	ESR1, IGF1, SHH	189	13	13588	16.59096459096459	0.9999999944246326	0.6322155683187032	19.986185952036596
GOTERM_BP_FAT	GO:0060442~branching involved in prostate gland morphogenesis	3	0.12106537530266344	0.013435550957621447	ESR1, IGF1, SHH	189	13	13588	16.59096459096459	0.9999999944246326	0.6322155683187032	19.986185952036596
GOTERM_BP_5	GO:0060442~branching involved in prostate gland morphogenesis	3	0.12106537530266344	0.013460768016417185	ESR1, IGF1, SHH	171	13	12272	16.561403508771928	0.9999910849982783	0.564192813066921	18.93662919028761
GOTERM_BP_5	GO:0060736~prostate gland growth	3	0.12106537530266344	0.013460768016417185	ESR1, IGF1, SHH	171	13	12272	16.561403508771928	0.9999910849982783	0.564192813066921	18.93662919028761
GOTERM_BP_ALL	GO:0060736~prostate gland growth	3	0.12106537530266344	0.013473166096616963	ESR1, IGF1, SHH	198	13	14219	16.57226107226107	0.9999999990434006	0.6845507869646694	20.223478578386388
GOTERM_BP_ALL	GO:0060442~branching involved in prostate gland morphogenesis	3	0.12106537530266344	0.013473166096616963	ESR1, IGF1, SHH	198	13	14219	16.57226107226107	0.9999999990434006	0.6845507869646694	20.223478578386388
GOTERM_BP_ALL	GO:0051252~regulation of RNA metabolic process	32	1.29136400322841	0.013559382982515869	ABLIM1, TNF, ELF2, NFYB, RHOX4G, SHH, ATF2, BATF, GATA1, ZSCAN21, TRAK1, ZFP354A, GBX1, SKIL, TXNIP, CIITA, CEBPG, ESR1, IGF1, ZFP59, EN2, SPEN, MECOM, STAT3, PKNOX2, PA2G4, NOTCH1, GCM1, HIPK1, SMARCAL1, LCOR, NFIB	198	1488	14219	1.5443684153361572	0.9999999991632059	0.6671541979813709	20.339528401770902
GOTERM_MF_3	GO:0020037~heme binding	7	0.2824858757062147	0.013941145473241788	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, HBB-Y	183	144	13368	3.5510018214936245	0.6654806005654375	0.6654806005654375	13.800369705108706
GOTERM_MF_FAT	GO:0020037~heme binding	7	0.2824858757062147	0.0139689296153911	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, HBB-Y	182	144	13288	3.5491452991452994	0.9920865401073676	0.911042370239353	17.46125870549209
GOTERM_MF_ALL	GO:0020037~heme binding	7	0.2824858757062147	0.014400815239204364	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, HBB-Y	212	144	15404	3.532101677148847	0.9967518763070052	0.7612693723502262	18.286696755079245
GOTERM_BP_4	GO:0030850~prostate gland development	4	0.16142050040355124	0.015400879758319353	NOTCH1, ESR1, IGF1, SHH	178	39	13138	7.570152693748199	0.9999915984218792	0.5930264160168903	21.049401322350626
PANTHER_BP_ALL	BP00287:Cell motility	10	0.40355125100887806	0.016118117634546642	ABLIM1, NCK2, CCR8, NOTCH2, NOTCH1, PDLIM4, ESR1, ANXA1, CRNN, ITPR3	177	316	14343	2.5643638704140743	0.9004821932162582	0.6845355697012074	17.486148451129267
GOTERM_CC_ALL	GO:0005737~cytoplasm	105	4.23728813559322	0.01647707030924067	RPL36A, SLC7A8, SNRPD1, G2E3, EIF4EBP1, TPT1, CHRNA7, S100A1, APON, TRFR2, MRPL53, NUDT2, MYH6, DCTN1, PA2G4, RASGRF1, CD34, GRB14, UNC13A, MAP6D1, TRAF2, NAGS, MAP4K2, AFAP1L2, HBB-Y, GORASP1, 2700078K21RIK, GM10436, TMEM192, SLC30A8, DVL2, ST6GAL1, CKAP5, PHB, AK2, RNPS1, CRYZ, ABCG4, DBIL5, GART, NOTCH1, PPIH, CBLB, ALDH2, SEC24A, REG4, COPS3, MRFAP1, ECHDC2, GABBR2, FES, 2010001M09RIK, ACOX3, ARHGAP21, KIF2C, CYP39A1, TPP2, SIK2, SLC25A4, CYP2C29, ESR1, ARHGAP26, MAST4, EIF4A3, HIPK1, RAB5A, PEBP1, THOC7, CYP3A59, NPPA, ABLIM1, PLDN, CLDN19, TNF, UBE2Z, GALNT7, EXOC8, UPP2, SEC14L2, SEC63, SUMO3, CYP27B1, IGTP, HK3, REXO2, MARS2, PAFAH1B1, WIPF1, ENO1, TXNIP, CSNK1A1, ANXA1, ITPR3, STAT3, PKNOX2, GKN2, RAB37, FCGR2B, MRPL28, BLVRB, BNIP3L, ATP6V0A4, LIPE, UBXN4, H28	217	6468	15855	1.1861122748219524	0.9791653581046807	0.8556578997820826	19.22020065504516
GOTERM_BP_FAT	GO:0030850~prostate gland development	4	0.16142050040355124	0.016533652597191695	NOTCH1, ESR1, IGF1, SHH	189	39	13588	7.373762040428706	0.9999999999328413	0.6900046833097856	24.02884595002953
GOTERM_BP_5	GO:0030850~prostate gland development	4	0.16142050040355124	0.016568732464072384	NOTCH1, ESR1, IGF1, SHH	171	39	12272	7.360623781676412	0.9999994052115428	0.6154458503424887	22.803718304500375
GOTERM_BP_ALL	GO:0030850~prostate gland development	4	0.16142050040355124	0.016601396655561106	NOTCH1, ESR1, IGF1, SHH	198	39	14219	7.365449365449367	0.999999999992604	0.7223805453797625	24.334037221570924
GOTERM_MF_FAT	GO:0046906~tetrapyrrole binding	7	0.2824858757062147	0.01727787678430986	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, HBB-Y	182	151	13288	3.3846153846153846	0.9975101557648196	0.8644631485030606	21.160678001203138
GOTERM_BP_FAT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	8	0.3228410008071025	0.017421271267827748	TXNIP, EIF4EBP1, EPHA7, FLT4, AXL, IGF1, SIK2, STAT3	189	192	13588	2.995590828924162	0.9999999999811141	0.6914397967014099	25.15123238885475
GOTERM_BP_ALL	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	8	0.3228410008071025	0.01763516276064682	TXNIP, EIF4EBP1, EPHA7, FLT4, AXL, IGF1, SIK2, STAT3	198	192	14219	2.992213804713805	0.999999999998522	0.72669286117445	25.648069649464556
GOTERM_BP_4	GO:0015931~nucleobase, nucleoside, nucleotide and nucleic acid transport	5	0.20177562550443903	0.01764365922194837	EIF4A3, SLC25A4, CKAP5, NXF2, THOC7	178	74	13138	4.987093835408442	0.9999984913215173	0.6161288459757033	23.744029945395585
GOTERM_MF_ALL	GO:0046906~tetrapyrrole binding	7	0.2824858757062147	0.017801876837498835	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, HBB-Y	212	151	15404	3.368361864300887	0.9991708283027942	0.7580481796543643	22.12612664607342
GOTERM_BP_3	GO:0006810~transport	45	1.8159806295399514	0.017874890439008563	STX8, PLDN, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, EIF4A3, RAB37, FCGR2B, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	187	2342	13451	1.3820972065559396	0.9996225164936053	0.6266533596633419	22.49381222517358
GOTERM_BP_ALL	GO:0051179~localization	50	2.0177562550443904	0.01840691416314616	STX8, PLDN, TNF, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, GM6882, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, VANGL2, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, NCK2, EIF4A3, RAB37, FCGR2B, CD34, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	198	2659	14219	1.3503785504537669	0.9999999999995562	0.725523543380826	26.615035394765528
GOTERM_BP_1	GO:0051179~localization	50	2.0177562550443904	0.018864750110804202	STX8, PLDN, TNF, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, GM6882, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, VANGL2, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, NCK2, EIF4A3, RAB37, FCGR2B, CD34, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	197	2659	14124	1.3481653153832496	0.3422886418095621	0.3422886418095621	13.847600268259308
GOTERM_BP_ALL	GO:0006810~transport	45	1.8159806295399514	0.01904574571627475	STX8, PLDN, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, EIF4A3, RAB37, FCGR2B, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	198	2342	14219	1.3798424035400978	0.9999999999998362	0.721966221573054	27.40650421262263
GOTERM_CC_ALL	GO:0031226~intrinsic to plasma membrane	15	0.6053268765133172	0.019083000597151283	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, CP, KCTD14, KCTD7	217	552	15855	1.9854488078541377	0.9887716276404258	0.7760734432446941	21.927127183035932
GOTERM_BP_4	GO:0060560~developmental growth involved in morphogenesis	3	0.12106537530266344	0.019132863436964326	CSF1, ESR1, SHH	178	16	13138	13.839185393258427	0.9999995186416284	0.6208323863421331	25.485522964280293
GOTERM_BP_3	GO:0015931~nucleobase, nucleoside, nucleotide and nucleic acid transport	5	0.20177562550443903	0.019228605865508664	EIF4A3, SLC25A4, CKAP5, NXF2, THOC7	187	74	13451	4.860167654285301	0.9997934028080154	0.6104444650212916	23.989491245278494
GOTERM_MF_2	GO:0046906~tetrapyrrole binding	7	0.2824858757062147	0.019240270734076893	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, HBB-Y	210	151	14988	3.3086092715231787	0.5746411201892516	0.24794113569872134	16.619971109175815
GOTERM_BP_FAT	GO:0015931~nucleobase, nucleoside, nucleotide and nucleic acid transport	5	0.20177562550443903	0.019267442596466986	EIF4A3, SLC25A4, CKAP5, NXF2, THOC7	189	74	13588	4.857714857714857	0.9999999999986554	0.7113376568142041	27.435999915589782
GOTERM_BP_ALL	GO:0015931~nucleobase, nucleoside, nucleotide and nucleic acid transport	5	0.20177562550443903	0.01936902851902966	EIF4A3, SLC25A4, CKAP5, NXF2, THOC7	198	74	14219	4.852238602238602	0.9999999999999011	0.7128370406394934	27.803965236816964
GOTERM_BP_3	GO:0060560~developmental growth involved in morphogenesis	3	0.12106537530266344	0.020094646769248017	CSF1, ESR1, SHH	187	16	13451	13.486965240641712	0.9998595683786915	0.5881429627737358	24.932238514291207
GOTERM_BP_FAT	GO:0060560~developmental growth involved in morphogenesis	3	0.12106537530266344	0.020116657907713314	CSF1, ESR1, SHH	189	16	13588	13.48015873015873	0.9999999999996019	0.7110189162372186	28.464817057482662
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	15	0.6053268765133172	0.020141850098680955	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, CP, KCTD14, KCTD7	173	552	12504	1.9640613219401861	0.9874081374174133	0.8877865311890469	22.74452483355255
GOTERM_BP_ALL	GO:0060560~developmental growth involved in morphogenesis	3	0.12106537530266344	0.020171987855109326	CSF1, ESR1, SHH	198	16	14219	13.464962121212121	0.9999999999999718	0.7129107756445169	28.782334439302815
GOTERM_MF_FAT	GO:0009055~electron carrier activity	8	0.3228410008071025	0.020686937503830417	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, GFOD2, ACOX3	182	202	13288	2.891524317266892	0.9992466231196273	0.8343264904967547	24.81085759013083
GOTERM_BP_ALL	GO:0051234~establishment of localization	45	1.8159806295399514	0.02122071411457914	STX8, PLDN, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, EIF4A3, RAB37, FCGR2B, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	198	2358	14219	1.3704796052124297	0.9999999999999946	0.7172020563582278	30.041399136004987
GOTERM_BP_4	GO:0009855~determination of bilateral symmetry	4	0.16142050040355124	0.021257563552709156	NOTCH2, NOTCH1, PCSK6, SHH	178	44	13138	6.70990806945863	0.9999999059585208	0.6362253213750624	27.90592950776648
GOTERM_BP_4	GO:0009799~determination of symmetry	4	0.16142050040355124	0.021257563552709156	NOTCH2, NOTCH1, PCSK6, SHH	178	44	13138	6.70990806945863	0.9999999059585208	0.6362253213750624	27.90592950776648
GOTERM_MF_ALL	GO:0009055~electron carrier activity	8	0.3228410008071025	0.021423045258751078	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, GFOD2, ACOX3	212	202	15404	2.877638707266953	0.9998072392158972	0.7596542497742488	26.029520622644142
GOTERM_MF_1	GO:0009055~electron carrier activity	8	0.3228410008071025	0.02143252281449228	CYP39A1, CYP27B1, CYP2C29, CYP4F40, DUOX1, CYP3A59, GFOD2, ACOX3	212	202	15401	2.877078273865122	0.21205018816827692	0.11233462845973141	12.625341996815331
GOTERM_BP_FAT	GO:0007368~determination of left/right symmetry	4	0.16142050040355124	0.0214501998812091	NOTCH2, NOTCH1, PCSK6, SHH	189	43	13588	6.6878306878306875	0.9999999999999413	0.7189981511925791	30.052782036611468
GOTERM_BP_5	GO:0007368~determination of left/right symmetry	4	0.16142050040355124	0.02149591081808785	NOTCH2, NOTCH1, PCSK6, SHH	171	43	12272	6.675914592683259	0.9999999920062724	0.6881671716242277	28.582525850010164
GOTERM_BP_ALL	GO:0007368~determination of left/right symmetry	4	0.16142050040355124	0.02153640110323602	NOTCH2, NOTCH1, PCSK6, SHH	198	43	14219	6.680291284942449	0.9999999999999967	0.7090301635967724	30.416285717622593
GOTERM_BP_1	GO:0051234~establishment of localization	45	1.8159806295399514	0.02170865533960165	STX8, PLDN, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, EIF4A3, RAB37, FCGR2B, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	197	2358	14124	1.368233425039718	0.3829780050275502	0.21449252392326024	15.782768641719336
GOTERM_BP_3	GO:0009799~determination of symmetry	4	0.16142050040355124	0.022755352477924765	NOTCH2, NOTCH1, PCSK6, SHH	187	44	13451	6.539134662129315	0.9999572001458994	0.59926397142542	27.76107946646157
GOTERM_BP_FAT	GO:0009855~determination of bilateral symmetry	4	0.16142050040355124	0.0227908583824106	NOTCH2, NOTCH1, PCSK6, SHH	189	44	13588	6.535834535834535	0.9999999999999915	0.7262849458251268	31.615800057426448
GOTERM_BP_FAT	GO:0009799~determination of symmetry	4	0.16142050040355124	0.0227908583824106	NOTCH2, NOTCH1, PCSK6, SHH	189	44	13588	6.535834535834535	0.9999999999999915	0.7262849458251268	31.615800057426448
GOTERM_CC_3	GO:0005737~cytoplasm	105	4.23728813559322	0.022821883144216574	RPL36A, SLC7A8, SNRPD1, G2E3, EIF4EBP1, TPT1, CHRNA7, S100A1, APON, TRFR2, MRPL53, NUDT2, MYH6, DCTN1, PA2G4, RASGRF1, CD34, GRB14, UNC13A, MAP6D1, TRAF2, NAGS, MAP4K2, AFAP1L2, HBB-Y, GORASP1, 2700078K21RIK, GM10436, TMEM192, SLC30A8, DVL2, ST6GAL1, CKAP5, PHB, AK2, RNPS1, CRYZ, ABCG4, DBIL5, GART, NOTCH1, PPIH, CBLB, ALDH2, SEC24A, REG4, COPS3, MRFAP1, ECHDC2, GABBR2, FES, 2010001M09RIK, ACOX3, ARHGAP21, KIF2C, CYP39A1, TPP2, SIK2, SLC25A4, CYP2C29, ESR1, ARHGAP26, MAST4, EIF4A3, HIPK1, RAB5A, PEBP1, THOC7, CYP3A59, NPPA, ABLIM1, PLDN, CLDN19, TNF, UBE2Z, GALNT7, EXOC8, UPP2, SEC14L2, SEC63, SUMO3, CYP27B1, IGTP, HK3, REXO2, MARS2, PAFAH1B1, WIPF1, ENO1, TXNIP, CSNK1A1, ANXA1, ITPR3, STAT3, PKNOX2, GKN2, RAB37, FCGR2B, MRPL28, BLVRB, BNIP3L, ATP6V0A4, LIPE, UBXN4, H28	211	6468	15223	1.1712162245337598	0.8858355533585108	0.6621177029770734	22.372971028078283
GOTERM_BP_5	GO:0009855~determination of bilateral symmetry	4	0.16142050040355124	0.022839475651486904	NOTCH2, NOTCH1, PCSK6, SHH	171	44	12272	6.524189261031366	0.999999997541025	0.6884169878994165	30.086598185279247
GOTERM_BP_ALL	GO:0009855~determination of bilateral symmetry	4	0.16142050040355124	0.022882002246031288	NOTCH2, NOTCH1, PCSK6, SHH	198	44	14219	6.528466483011939	0.9999999999999996	0.7179559013393568	31.993145865997462
GOTERM_BP_ALL	GO:0009799~determination of symmetry	4	0.16142050040355124	0.022882002246031288	NOTCH2, NOTCH1, PCSK6, SHH	198	44	14219	6.528466483011939	0.9999999999999996	0.7179559013393568	31.993145865997462
GOTERM_BP_2	GO:0006810~transport	45	1.8159806295399514	0.023006039433577465	STX8, PLDN, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, EIF4A3, RAB37, FCGR2B, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	197	2342	13976	1.363145734263309	0.9597209413890551	0.9597209413890551	23.96119741755903
GOTERM_BP_2	GO:0051234~establishment of localization	45	1.8159806295399514	0.025569293215912663	STX8, PLDN, OSTA, SEC24A, EXOC8, SLC7A8, MAP4K2, ATP12A, KCNIP1, SEC14L2, HBB-Y, SEC63, SHH, SFT2D1, CYP27B1, SLC24A4, GORASP1, SERPINA6, TRAK1, PAFAH1B1, CHRNA7, WIPF1, SLC30A8, TXNIP, STX3, SLC25A4, CKAP5, ANXA1, NXF2, 2610029I01RIK, MYH6, ATP11C, ITPR3, ABCG4, DBIL5, KCTD7, EIF4A3, RAB37, FCGR2B, RAB5A, THOC7, CP, ATP6V0A4, KCTD14, UNC13A	197	2358	13976	1.3538962297051187	0.9719693835342053	0.8325765354981723	26.276227123969175
GOTERM_CC_ALL	GO:0044424~intracellular part	146	5.89184826472962	0.02609096243651316	RPL36A, SLC7A8, SNRPD1, FGF12, SHH, GATA1, BATF, EIF4EBP1, G2E3, SMARCD1, TRAK1, TPT1, CHRNA7, AKIRIN1, CDCA4, APON, S100A1, TRFR2, CIITA, MRPL53, NUDT2, MYH6, MECOM, TATDN1, DCTN1, PA2G4, RASGRF1, CD34, SMARCAL1, ZZZ3, UNC13A, GRB14, MAP6D1, TRAF2, NAGS, MAP4K2, AFAP1L2, HBB-Y, ATF2, GORASP1, 2700078K21RIK, GM10436, TMEM192, SKIL, SLC30A8, DVL2, ST6GAL1, CKAP5, PHB, NXF2, WAPAL, AK2, RNPS1, EN2, CRYZ, ABCG4, DBIL5, GART, NOTCH2, PPIH, NOTCH1, CBLB, GCM1, ALDH2, SEC24A, ELF2, ARID4A, REG4, PRKAG1, COPS3, ECHDC2, MRFAP1, GABBR2, FES, 2010001M09RIK, RHOX4G, ACOX3, ARHGAP21, KIF2C, CYP39A1, TPP2, ZFP354A, SIK2, SLC25A4, CYP2C29, ESR1, SPEN, ARHGAP26, KRTAP5-5, MAST4, EIF4A3, HIPK1, RAB5A, UCHL5, PEBP1, CAND2, CYP3A59, THOC7, LCOR, KRTAP1-4, NPPA, ABLIM1, PLDN, CLDN19, UBE2Z, TNF, GALNT7, EXOC8, UPP2, NFYB, KRTAP16-8, SEC14L2, SEC63, SUMO3, IGTP, CYP27B1, ZSCAN21, HK3, REXO2, MARS2, GBX1, PAFAH1B1, WIPF1, ENO1, CSNK1A1, TXNIP, CEBPG, KRTAP9-3, ANXA1, ZFP59, ITPR3, STAT3, PKNOX2, GKN2, MRPL28, RAB37, FCGR2B, NUPR1, BLVRB, BNIP3L, GM3448, ATP6V0A4, UBXN4, LIPE, NFIB, H28	217	9598	15855	1.1114210621836538	0.9978875508672488	0.7856139290646926	28.797289915962033
GOTERM_BP_4	GO:0010001~glial cell differentiation	4	0.16142050040355124	0.0267036688325865	NOTCH1, GCM1, IGF1, SHH	178	48	13138	6.150749063670411	0.9999999985921707	0.6984728172208751	33.77876712385112
GOTERM_CC_4	GO:0031226~intrinsic to plasma membrane	15	0.6053268765133172	0.02675668374228387	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, CP, KCTD14, KCTD7	207	552	14457	1.8978418399495904	0.981441187110406	0.981441187110406	27.58374928245325
